title,budget,vote_count,revenue
Instructions Not Included,5500000.0,210.0,99067206.0
One Direction: This Is Us,10000000.0,209.0,0.0
Killjoy,150000.0,10.0,0.0
Killjoy 2: Deliverance from Evil,30000.0,5.0,0.0
Evocateur: The Morton Downey Jr. Movie,300000.0,4.0,0.0
Getaway,18000000.0,248.0,10501938.0
A Teacher,100000.0,32.0,0.0
The Incredible Melting Man,250000.0,20.0,0.0
Gravity,105000000.0,5879.0,716392705.0
Spin,5000000.0,3.0,0.0
What If,11000000.0,688.0,7847000.0
Prisoners,46000000.0,3183.0,122126687.0
Out of the Furnace,22000000.0,731.0,15400000.0
Austenland,4900000.0,192.0,2159041.0
Insidious: Chapter 2,5000000.0,1237.0,0.0
Rush,38000000.0,2310.0,90247624.0
The Family,30000000.0,1052.0,36894225.0
King Lines,250000.0,4.0,0.0
The To Do List,1500000.0,348.0,3566225.0
The Factory,25000000.0,110.0,0.0
Officer Down,12000000.0,31.0,0.0
Grand Masti,5500000.0,8.0,47000000.0
Battle of the Year,20000000.0,89.0,16549477.0
The Dragonphoenix Chronicles: Indomitable,14000.0,2.0,0.0
Out on a Limb,11000000.0,12.0,1659542.0
The Pit,1000000.0,28.0,0.0
Nebraska,12000000.0,648.0,17654912.0
Don Jon,6000000.0,1708.0,0.0
Zambezia,20000000.0,69.0,0.0
Metallica: Through the Never,18000000.0,86.0,7972967.0
I Will Follow You Into the Dark,5000000.0,23.0,0.0
Special 26,7100000.0,43.0,18000000.0
Runner Runner,30000000.0,547.0,62616646.0
Blue Is the Warmest Color,4300000.0,1114.0,10165694.0
Curse of Chucky,5000000.0,417.0,0.0
Angel,3000000.0,17.0,0.0
Parkland,10000000.0,128.0,653651.0
On the Job,1052753.0,32.0,466088.0
Adventures of a Teenage Dragonslayer,3250000.0,5.0,0.0
Alice's Adventures in Wonderland,2500000.0,16.0,0.0
Cloudy with a Chance of Meatballs 2,78000000.0,936.0,248384621.0
Extraction,1100000.0,13.0,0.0
Talaash,8510000.0,58.0,0.0
Dirty,3000000.0,34.0,0.0
Captain Phillips,55000000.0,2495.0,95000000.0
Machete Kills,12000000.0,642.0,15008161.0
Filth,5000000.0,628.0,9114264.0
Drona,15000000.0,5.0,3250000.0
Baggage Claim,8500000.0,87.0,22456509.0
Stitches,100000.0,94.0,95000.0
Escape Plan,50000000.0,1688.0,122915111.0
How to Meet Girls from a Distance,80000.0,4.0,0.0
Carrie,30000000.0,1505.0,82394288.0
The Fifth Estate,28000000.0,368.0,8555008.0
Superclásico,3400000.0,13.0,0.0
The Counselor,25000000.0,724.0,71009334.0
Escape from Tomorrow,650.0,88.0,0.0
Godzilla vs. Megaguirus,8300000.0,24.0,0.0
Godzilla vs. Megalon,760000.0,26.0,0.0
Godzilla vs. SpaceGodzilla,10300000.0,28.0,0.0
12 Years a Slave,20000000.0,3787.0,187000000.0
Child's Pose,1104000.0,30.0,0.0
Kill Your Darlings,1030064.0,455.0,0.0
August,1203000.0,4.0,0.0
Heart of a Lion,1650000.0,29.0,0.0
29 Palms,5000000.0,10.0,0.0
All Is Lost,9000000.0,679.0,6108720.0
Ender's Game,110000000.0,2354.0,125537191.0
Bad Grandpa,15000000.0,688.0,151831537.0
Thor: The Dark World,170000000.0,4873.0,644571402.0
Dallas Buyers Club,5000000.0,2973.0,55198285.0
Such Hawks Such Hounds,75000.0,3.0,0.0
Beatdown,1000000.0,10.0,0.0
Bekas,2000000.0,20.0,0.0
Hours,4000000.0,272.0,0.0
Pieta,103000.0,92.0,3623330.0
Errors of the Human Body,1500000.0,24.0,0.0
Free Birds,55000000.0,259.0,110000000.0
Godzilla Against MechaGodzilla,8500000.0,30.0,0.0
Bailey's Billion$,9000000.0,5.0,0.0
Silmido,8000000.0,28.0,0.0
Last Vegas,28000000.0,813.0,134402450.0
The Starving Games,4500000.0,219.0,0.0
The Conclave,4000000.0,4.0,0.0
Chillers,250000.0,2.0,0.0
Philomena,12000000.0,588.0,100129872.0
The Best Man Holiday,17000000.0,110.0,71625195.0
Chicago Overcoat,3200000.0,5.0,0.0
Ida,2159280.0,262.0,15298355.0
The Hunger Games: Catching Fire,130000000.0,6656.0,847423452.0
The Hobbit: The Desolation of Smaug,250000000.0,4633.0,958400000.0
47 Ronin,175000000.0,1357.0,150962475.0
Beyond the Time Barrier,125000.0,6.0,0.0
Delivery Man,26000000.0,561.0,51164106.0
Krrish 3,6218100.0,42.0,0.0
Hansel & Gretel,135000.0,84.0,0.0
Creatures from the Abyss,250000.0,10.0,0.0
Twice Born,13000000.0,142.0,18295.0
Zero 2,400000.0,11.0,0.0
Frozen,150000000.0,5440.0,1274219009.0
Marfa Girl,2000000.0,11.0,0.0
ThanksKilling,3500.0,19.0,0.0
ThanksKilling 3,100000.0,6.0,0.0
Circles,2050000.0,13.0,0.0
Mr. Morgan's Last Love,8200000.0,95.0,0.0
Inside Llewyn Davis,11000000.0,845.0,32935319.0
The Wolf of Wall Street,100000000.0,6768.0,392000694.0
Homefront,22000000.0,898.0,43058898.0
Cyberjack,2000000.0,4.0,0.0
Mandela: Long Walk to Freedom,35000000.0,225.0,27330000.0
August: Osage County,25000000.0,497.0,74188937.0
Amen,110000.0,6.0,270000.0
Fright Night 2: New Blood,8000000.0,81.0,0.0
Sweetwater,7000000.0,71.0,6147.0
American Hustle,40000000.0,2868.0,251171807.0
The Secret Life of Walter Mitty,90000000.0,3213.0,188133322.0
Her,23000000.0,4215.0,47351251.0
The Cosmonaut,1138340.0,6.0,0.0
Route 666,2300000.0,13.0,0.0
The Dead Pit,350000.0,8.0,0.0
I-See-You.Com,6200000.0,14.0,0.0
Lone Survivor,40000000.0,1549.0,149295601.0
Saving Mr. Banks,35000000.0,1256.0,112544580.0
Visions of Europe,2000000.0,3.0,0.0
All Things To All Men,6000000.0,19.0,0.0
The Outsider,4000000.0,37.0,0.0
The Nutcracker: The Untold Story,90000000.0,52.0,16178959.0
The Deep,3000000.0,21.0,0.0
A Perfect Man,5000000.0,14.0,388.0
Oldboy,30000000.0,632.0,4861022.0
Aquí Entre Nos,1.0,3.0,2755584.0
Anchorman 2: The Legend Continues,50000000.0,940.0,173649015.0
Killing Lincoln,2000000.0,20.0,0.0
Snowpiercer,39200000.0,2910.0,86758912.0
Phase 7,600000.0,23.0,0.0
Demon Wind,500000.0,4.0,0.0
Demons 2,1500000.0,60.0,0.0
The Dog Who Stopped the War,1340000.0,14.0,0.0
The Precocious and Brief Life of Sabina Rivas,4620000.0,6.0,2395000.0
Desire,1344000.0,142.0,0.0
Fun Size,14000000.0,139.0,11417362.0
Death of a Superhero,3.0,44.0,0.0
Fuck You Goethe,5000000.0,621.0,0.0
Open Up to Me,1085400.0,7.0,0.0
The Physician,32000000.0,365.0,57284237.0
Mio in the Land of Faraway,7200000.0,23.0,2300000.0
The Human Race,567000.0,68.0,0.0
The Hijack That Went South,1800000.0,8.0,532269.0
Grudge Match,40000000.0,437.0,44907260.0
Dhoom,1500000.0,53.0,12000000.0
12 Rounds 2: Reloaded,4000000.0,101.0,0.0
Ass Backwards,3000000.0,31.0,0.0
Paranormal Activity: The Marked Ones,5000000.0,455.0,86362372.0
Only Lovers Left Alive,7000000.0,585.0,0.0
The Lunchbox,1000000.0,226.0,4235151.0
Yves Saint Laurent,12000000.0,270.0,21026290.0
Hunting Elephants,2300000.0,11.0,4500000.0
Underdogs,22000000.0,127.0,24000000.0
Dirty Movie,1150000.0,15.0,0.0
The Railway Man,18000000.0,277.0,22309223.0
Diana,15000000.0,180.0,21766271.0
"Me, Myself and Mum",10735974.0,231.0,0.0
A Time for Killing,2000000.0,5.0,0.0
Travelling Salesman,12000.0,13.0,0.0
Ride Along,25000000.0,867.0,153997819.0
Jack Ryan: Shadow Recruit,60000000.0,1194.0,50549107.0
Divergent,85000000.0,4784.0,288747895.0
Reasonable Doubt,8000000.0,236.0,0.0
HOUBA! On the Trail of the Marsupilami,50000000.0,214.0,48600000.0
Fear No Evil,840000.0,7.0,0.0
Devil's Due,7000000.0,218.0,36433975.0
Shadow Puppets,2000000.0,16.0,0.0
L'Antisémite,90000.0,0.0,0.0
The First Power,10000000.0,15.0,22424195.0
Hello Herman,1500000.0,8.0,0.0
Eggshells,100000.0,1.0,0.0
Curse of the Ring,23000000.0,36.0,0.0
Decoding Annie Parker,2000000.0,38.0,48390.0
Blood Runs Cold,5000.0,12.0,0.0
Justice League: War,3500000.0,234.0,5155325.0
Yeh Jawaani Hai Deewani,7700000.0,80.0,46000000.0
Vizontele Tuuba,3000000.0,9.0,13954476.0
Ernest & Celestine,12516654.0,148.0,8109160.0
Oxy-Morons,3500000.0,2.0,0.0
Banshee Chapter,950000.0,93.0,0.0
Drift,11000000.0,61.0,0.0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000.0,17.0,0.0
"I, Frankenstein",65000000.0,701.0,71154592.0
Yu-Gi-Oh! 3D: Bonds Beyond Time,2017928.0,19.0,0.0
Better Living Through Chemistry,5000000.0,99.0,75143.0
Battleground,1000000.0,13.0,0.0
Labor Day,18000000.0,306.0,20275812.0
Android Apocalypse,1000000.0,12.0,0.0
The Grave,4000000.0,0.0,0.0
The Young and Prodigious T.S. Spivet,33000000.0,234.0,9494789.0
Scorned,1700000.0,22.0,0.0
"I, Cesar",6844180.0,59.0,0.0
The Monuments Men,70000000.0,1545.0,154984035.0
The Lego Movie,60000000.0,3127.0,469160692.0
RoboCop,120000000.0,2385.0,242688965.0
A Place in the Sun,3000000.0,6.0,0.0
Les Aiguilles rouges,7677765.0,7.0,0.0
Sabotage,35000000.0,560.0,17508518.0
Quest for a Heart,6000000.0,5.0,0.0
Beyond the Door,350000.0,8.0,0.0
The Three Brothers: The Return,13640000.0,110.0,0.0
The Zero Theorem,8500000.0,383.0,770706.0
Endless Love,20000000.0,555.0,34077920.0
Winter's Tale,60000000.0,501.0,30800231.0
Joe,4000000.0,346.0,2365467.0
Love Story 2050,20000000.0,8.0,5000000.0
GLOW: The Story of the Gorgeous Ladies of Wrestling,33157.0,8.0,0.0
The Cutting Edge: Going for the Gold,3000000.0,24.0,0.0
About Last Night,12500000.0,217.0,49002684.0
The Grand Budapest Hotel,30000000.0,4644.0,174600318.0
Psychosis,1200000.0,16.0,0.0
That Awkward Moment,8000000.0,1020.0,26049082.0
Interstellar,165000000.0,11187.0,675120017.0
Apartment 1303 3D,5000000.0,94.0,0.0
3 Days to Kill,28000000.0,896.0,52597999.0
Welcome to the Jungle,3500000.0,135.0,0.0
Non-Stop,50000000.0,2302.0,222809600.0
Wrinkles,2000000.0,24.0,0.0
300: Rise of an Empire,110000000.0,2438.0,337580051.0
Black Widow,2000000.0,3.0,0.0
Dead Genesis,15000.0,6.0,0.0
Dick Figures: The Movie,313411.0,7.0,0.0
Buddies,2511000.0,8.0,0.0
Breaking the Taboo,2000000.0,12.0,0.0
Blast,20000000.0,12.0,0.0
Mr. Peabody & Sherman,145000000.0,861.0,272912430.0
Under the Skin,13300000.0,1118.0,5380251.0
Need for Speed,66000000.0,1560.0,203277636.0
Barefoot,6000000.0,210.0,15071.0
Veronica Mars,6000000.0,482.0,3485127.0
Bad Words,9500000.0,335.0,7800000.0
Son of God,22000000.0,83.0,67800064.0
The French Minister,5112027.0,74.0,0.0
Spanish Affair,3000000.0,220.0,0.0
Cosmic Psychos: Blokes You Can Trust,80000.0,1.0,0.0
Space Pirate Captain Harlock,30000000.0,365.0,17137302.0
Le Crocodile du Botswanga,10916704.0,120.0,0.0
Blood Night: The Legend of Mary Hatchet,3000000.0,17.0,0.0
Captain America: The Winter Soldier,170000000.0,5881.0,714766572.0
Pioneer,7500000.0,34.0,0.0
Kill Me Now,90.0,1.0,0.0
Noah,125000000.0,2408.0,362637473.0
BloodRayne: The Third Reich,10000000.0,58.0,0.0
Outlaw Blues,1900000.0,0.0,0.0
Across to Singapore,290000.0,3.0,596000.0
George and the Dragon,32000000.0,16.0,0.0
BloodRayne: Deliverance,10000000.0,56.0,0.0
Bloody Murder 2: Closing Camp,325000.0,8.0,0.0
13 Sins,5000000.0,355.0,13809.0
The Legend of Hercules,70000000.0,542.0,61279452.0
Muppets Most Wanted,50000000.0,318.0,80383290.0
Blood Ties,25500000.0,175.0,2415472.0
Free to Play,150000.0,60.0,0.0
Survival Island,9000000.0,34.0,0.0
Junior,8358460.0,238.0,0.0
Best Man Down,1500000.0,65.0,1938.0
Border Run,5000000.0,14.0,0.0
Seizure,250000.0,5.0,0.0
In the Blood,10000000.0,116.0,0.0
The Girl from the Naked Eye,1100000.0,20.0,0.0
Forgetting the Girl,200.0,11.0,0.0
The Quiet Ones,200000.0,253.0,17834867.0
Draft Day,25000000.0,309.0,28831145.0
Borderline,3700000.0,5.0,0.0
The Raid 2,4500000.0,832.0,2627209.0
The Amazing Spider-Man 2,200000000.0,4274.0,705717432.0
Oculus,5000000.0,1079.0,44030246.0
God's Not Dead,17000000.0,242.0,29789000.0
Beauty and the Beast,33000000.0,669.0,49100000.0
Witching & Bitching,8000000.0,182.0,0.0
Rio 2,103000000.0,997.0,500188435.0
In Your Eyes,1000000.0,275.0,0.0
Breaking Point,2500000.0,6.0,0.0
Transcendence,100000000.0,2339.0,103039258.0
Heaven is for Real,12000000.0,234.0,101332962.0
The Other Woman,40000000.0,1467.0,196781193.0
Brick Mansions,28000000.0,628.0,68896829.0
Devil's Knot,15000000.0,205.0,0.0
The Master Gunfighter,3500000.0,3.0,0.0
Conquest 1453,16000000.0,50.0,0.0
The Rocket,1525000.0,31.0,0.0
The 100 Year-Old Man Who Climbed Out the Window and Disappeared,9250000.0,351.0,0.0
Locke,2000000.0,780.0,4635300.0
Rage,21000000.0,292.0,0.0
Garden Lovers,460000.0,0.0,0.0
Pompeii,130000000.0,1294.0,117831631.0
The Ultimate Accessory,1400000.0,55.0,0.0
Slavoj Žižek: The Reality of the Virtual,11.0,1.0,0.0
Neighbors,18000000.0,2773.0,268157400.0
Tentacles,750000.0,17.0,3000000.0
Belle,10900000.0,230.0,16505460.0
The Immigrant,16000000.0,256.0,5867686.0
A Wednesday!,1400000.0,61.0,3500000.0
Heli,1000000.0,32.0,0.0
Moms' Night Out,5000000.0,122.0,10429707.0
Memorial Day,4200000.0,20.0,0.0
Lucy,40000000.0,6048.0,126546825.0
X-Men: Days of Future Past,250000000.0,6155.0,747862775.0
Godzilla,160000000.0,3232.0,529076069.0
Lovely Molly,1000000.0,90.0,0.0
Walk of Shame,15000000.0,561.0,59209.0
Trances,200000.0,4.0,0.0
Legends of Oz: Dorothy's Return,70000000.0,45.0,18662027.0
Chef,11000000.0,1203.0,45967935.0
Body Of Water,1800000.0,5.0,0.0
Afflicted,318000.0,210.0,121179.0
An American Ghost Story,10000.0,14.0,0.0
Blended,40000000.0,1028.0,123494610.0
Begin Again,8000000.0,1285.0,63464861.0
Maleficent,180000000.0,4607.0,758539785.0
At Middleton,2500000.0,53.0,0.0
Babysitters Beware,1500000.0,2.0,0.0
Beneath the Valley of the Ultra-Vixens,239000.0,30.0,0.0
The Dance of Reality,3000000.0,46.0,0.0
Edge of Tomorrow,178000000.0,4979.0,370541256.0
Serial (Bad) Weddings,13000000.0,1114.0,0.0
Mission: Impossible - Rogue Nation,150000000.0,3274.0,682330139.0
Million Dollar Arm,25000000.0,264.0,38307627.0
Bad Ass 2: Bad Asses,5500000.0,77.0,0.0
Battle of the Damned,8000000.0,46.0,0.0
A Night in Old Mexico,2000000.0,30.0,0.0
The Fault in Our Stars,12000000.0,3868.0,307166834.0
The Grand Seduction,12700000.0,109.0,3430018.0
Black Nativity,17500000.0,16.0,7018189.0
Minuscule: Valley of the Lost Ants,19700000.0,128.0,30000000.0
The Thompsons,3000000.0,22.0,0.0
Camille Claudel 1915,3512454.0,20.0,115860.0
Mindscape,4357373.0,202.0,1200000.0
Bikini Spring Break,500000.0,20.0,500000.0
22 Jump Street,50000000.0,3375.0,188441614.0
Human Capital,6000000.0,201.0,5809330.0
The Equalizer,55000000.0,2997.0,192330738.0
How to Train Your Dragon 2,145000000.0,3163.0,609123048.0
Birdman,18000000.0,4657.0,103215094.0
17 Girls,4141459.0,103.0,201607.0
Boyhood,4000000.0,2008.0,44349000.0
The Trials of Cate McCall,7000000.0,69.0,0.0
Think Like a Man Too,24000000.0,229.0,70181428.0
Jersey Boys,40000000.0,257.0,67347013.0
Transformers: Age of Extinction,210000000.0,3136.0,1091405097.0
Russian Roulette,1250000.0,1.0,0.0
Jack Strong,3335702.0,35.0,0.0
Day of the Animals,1200000.0,19.0,0.0
Planes: Fire & Rescue,50000000.0,286.0,151165787.0
Not Another Not Another Movie,4.0,12.0,0.0
Mrs. Brown's Boys D'Movie,5900000.0,34.0,23000000.0
Tammy,20000000.0,508.0,100525432.0
Radio Free Albemuth,3600000.0,15.0,0.0
The Babadook,2000000.0,1890.0,6676471.0
White God,2200000.0,105.0,282358.0
Whiplash,3300000.0,4376.0,13092000.0
Gone Girl,61000000.0,6023.0,369330363.0
Dawn of the Planet of the Apes,170000000.0,4511.0,710644566.0
The Great Magician,15000000.0,23.0,0.0
No One Lives,2900000.0,173.0,74918.0
Bullet,3000000.0,35.0,0.0
The Beast with a Million Eyes,23000.0,7.0,0.0
Deliver Us from Evil,30000000.0,705.0,0.0
Margaret Thatcher: The Long Walk to Finchley,500.0,1.0,0.0
And So It Goes,18000000.0,166.0,25312387.0
Bloodline,700000.0,1.0,0.0
Unrated II: Scary as Hell,15000.0,1.0,0.0
Sex Tape,40000000.0,1733.0,126069509.0
EMR,150000.0,2.0,0.0
The Front Line,10000000.0,42.0,0.0
The Purge: Anarchy,9000000.0,2008.0,108782847.0
Guardians of the Galaxy,170000000.0,10014.0,773328629.0
10.5,20000000.0,21.0,0.0
The Signal,4000000.0,639.0,600896.0
The Expendables 3,90000000.0,1830.0,206172544.0
Hercules,100000000.0,1707.0,243400000.0
A Most Wanted Man,15000000.0,545.0,31554855.0
Wish I Was Here,5500000.0,304.0,5483299.0
The Visitor,800000.0,26.0,0.0
The Keeper,4000000.0,6.0,0.0
The Stag,600000.0,44.0,0.0
Earth to Echo,13000000.0,294.0,45300000.0
Largo Winch II,21169000.0,127.0,0.0
Step Up All In,45000000.0,649.0,86165646.0
Gog,250000.0,11.0,0.0
America 3000,2000000.0,6.0,0.0
Life After Beth,2400000.0,235.0,88273.0
Lowlands,8500000.0,4.0,0.0
The Rover,12250000.0,295.0,2295423.0
Magic in the Moonlight,16800000.0,749.0,51029361.0
In Order of Disappearance,4161012.0,142.0,0.0
Zarafa,10750000.0,17.0,0.0
The Hundred-Foot Journey,22000000.0,516.0,88880821.0
R100,5500000.0,31.0,0.0
Jupiter Ascending,176000003.0,2816.0,183987723.0
Teenage Mutant Ninja Turtles,125000000.0,2677.0,477200000.0
Death in Buenos Aires,500000.0,7.0,0.0
The Giver,25000000.0,1859.0,66980456.0
Revenge of the Green Dragons,5000000.0,34.0,0.0
Let's Be Cops,17000000.0,1234.0,136621271.0
The Sacrament,4000000.0,139.0,9221.0
Make Your Move,15.0,30.0,122.0
Sin City: A Dame to Kill For,65000000.0,1314.0,39407616.0
If I Stay,11000000.0,1415.0,78874843.0
"Two Days, One Night",7000000.0,327.0,6860853.0
The Pyramid,6500000.0,365.0,13865435.0
Life of Crime,12000000.0,144.0,265452.0
"As Above, So Below",5000000.0,788.0,40100000.0
The Guest,5000000.0,661.0,2367161.0
Angry Video Game Nerd: The Movie,325927.0,45.0,0.0
The Long Ride Home,3500000.0,0.0,0.0
Before I Go to Sleep,22000000.0,672.0,15447154.0
Atlas Shrugged Part III: Who is John Galt?,5000000.0,15.0,846704.0
Into the Storm,50000000.0,829.0,160602194.0
Third Person,28000000.0,218.0,1749201.0
Honeymoon,1000000.0,261.0,9318.0
The Drop,12600000.0,859.0,19054534.0
A Good Job: Stories of the FDNY,600000.0,0.0,0.0
A Return to Salem's Lot,12000000.0,18.0,0.0
Camel Spiders,500000.0,12.0,0.0
The Maze Runner,34000000.0,5540.0,348319861.0
No Good Deed,13200000.0,182.0,53830415.0
Camp X-Ray,1000000.0,395.0,59744.0
A Walk Among the Tombstones,28000000.0,1145.0,53181600.0
My Old Lady,5000000.0,100.0,7527232.0
Fall of the Republic: The Presidency of Barack H. Obama,200000.0,7.0,0.0
CBGB,5000000.0,45.0,40400.0
The Homesman,16000000.0,262.0,3442853.0
Cesar Chavez,10000000.0,20.0,0.0
The November Man,15000000.0,645.0,32556119.0
When Animals Dream,3000000.0,44.0,0.0
The Boxtrolls,60000000.0,689.0,108255770.0
The Tale of the Princess Kaguya,49300000.0,350.0,24186232.0
This Is Where I Leave You,19800000.0,512.0,41296320.0
51,1000000.0,41.0,0.0
American Sniper,58800000.0,4600.0,542307423.0
Tusk,2800000.0,374.0,1826705.0
Annabelle,6500000.0,1588.0,255273813.0
Dracula Untold,70000000.0,2439.0,215529201.0
Automata,7000000.0,677.0,0.0
The Prince,18000000.0,218.0,266586800.0
The Adventurer: The Curse of the Midas Box,25000000.0,74.0,6399.0
Predestination,5500000.0,1971.0,3000000.0
Jack and the Cuckoo-Clock Heart,33.0,199.0,0.0
The Red Tent,10000000.0,6.0,0.0
Moomins on the Riviera,4700000.0,12.0,0.0
Justin and the Knights of Valour,22000000.0,93.0,0.0
The Lady and the Reaper,700000.0,20.0,0.0
The Best of Me,26000000.0,777.0,35926213.0
John Wick,20000000.0,5499.0,88761661.0
Plastic,10.0,86.0,0.0
The Judge,50000000.0,1433.0,83719388.0
Fury,68000000.0,4028.0,211817906.0
The Salvation,10500000.0,285.0,42070000.0
Grace of Monaco,30000000.0,201.0,0.0
St. Vincent,13000000.0,770.0,54837234.0
Mine Games,1500000.0,31.0,0.0
The Black Sleep,225000.0,11.0,0.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,502.0,100654149.0
Left Behind,16000000.0,396.0,19682924.0
Motivational Growth,176199.0,4.0,0.0
Tour de Force,4000000.0,31.0,0.0
Ouija,5000000.0,1006.0,103590271.0
Leave the World Behind,750000.0,21.0,0.0
S.W.A.T.: Firefight,8000000.0,77.0,0.0
Nightcrawler,8500000.0,3475.0,38697217.0
Felix The Cat: The Movie,9000000.0,5.0,1964253.0
Big Hero 6,165000000.0,6289.0,652105443.0
Marshland,4000000.0,255.0,5169755.0
The Book of Life,50000000.0,778.0,97437106.0
Ex Machina,15000000.0,4862.0,36869414.0
They Have Escaped,1400000.0,11.0,0.0
Beneath,89.0,61.0,0.0
Mr Hublot,295000.0,40.0,0.0
Serial Killer Culture,50.0,7.0,0.0
The Crew,3600000.0,22.0,0.0
The Hit List,6000000.0,73.0,0.0
The Delivery,500000.0,1.0,0.0
Dead in Tombstone,5200000.0,59.0,0.0
Generation War,12000000.0,70.0,0.0
Kung Fu Dunk,10000000.0,50.0,22896728.0
The Fraternity,4411044.0,3.0,0.0
Paradise: Love,3600000.0,53.0,24267.0
The Hour of the Lynx,3700000.0,9.0,0.0
Good Luck. And Take Care of Each Other,914.0,0.0,0.0
Checking Out,500000.0,4.0,0.0
Children of the Corn,4500000.0,45.0,0.0
Children of the Corn: Revelation,2500000.0,24.0,0.0
Intersections,7700000.0,25.0,0.0
Compulsion,4000000.0,40.0,0.0
Concrete Blondes,3100000.0,13.0,0.0
Foxcatcher,24000000.0,965.0,12096300.0
Reign of Assassins,12000000.0,57.0,0.0
Wolf Creek 2,8000000.0,156.0,9630444.0
Zulu,16000000.0,176.0,0.0
Walking With Dinosaurs,80000000.0,136.0,126546518.0
Tsar,15000000.0,11.0,0.0
Cutaway,9.0,10.0,0.0
Catch Hell,2500000.0,34.0,0.0
Drive Hard,12000000.0,74.0,0.0
America's Most Haunted Inns,20.0,0.0,0.0
Remington and the Curse of the Zombadings,22361.0,5.0,721651.0
We Are The Nobles,2000000.0,86.0,0.0
Mission London,1850000.0,8.0,0.0
Stalingrad,30000000.0,93.0,68129518.0
Scarecrow,2000000.0,17.0,0.0
The Secret Invasion,600000.0,4.0,0.0
Death In Love,3000000.0,4.0,0.0
Elle: A Modern Cinderella Tale,250000.0,22.0,0.0
Hamilton: In the Interest of the Nation,6629445.0,41.0,0.0
7eventy 5ive,3000000.0,18.0,0.0
Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,25000000.0,19.0,0.0
Deadline,500000.0,1.0,0.0
The Imitation Game,14000000.0,5895.0,233555708.0
Inherent Vice,20000000.0,852.0,11110975.0
Confucius,22000000.0,33.0,0.0
Rudderless,5000000.0,106.0,0.0
Jackboots on Whitehall,6000000.0,11.0,0.0
Likainen pommi,900000.0,3.0,0.0
The Hunger Games: Mockingjay - Part 1,125000000.0,5767.0,752100229.0
"Give 'em Hell, Malone",15000000.0,30.0,0.0
The Gilded Cage,7000000.0,118.0,0.0
Exodus: Gods and Kings,140000000.0,1957.0,268031828.0
Head Over Heels,10400.0,20.0,0.0
The Oblong Box,175000.0,24.0,0.0
Riley Rewind,70.0,7.0,0.0
Dumb and Dumber To,40000000.0,1140.0,169837010.0
Imago mortis,3700000.0,11.0,0.0
The Wicker Tree,7750000.0,18.0,0.0
Miss Meadows,2000000.0,60.0,0.0
Repentance,5000000.0,26.0,1189612.0
Dorothy Mills,500000.0,54.0,0.0
Dear White People,1000000.0,222.0,0.0
The Man Who Loved Yngve,2200000.0,17.0,0.0
The Theory of Everything,15000000.0,3403.0,123726688.0
"Moscow, Belgium",560000.0,11.0,1500000.0
Dolphin Tale 2,36000000.0,98.0,52424533.0
When the Game Stands Tall,15000000.0,134.0,30127963.0
Aashiqui 2,1300000.0,41.0,16000000.0
Take the Trash,1720666.0,12.0,0.0
Miserere,20000000.0,20.0,0.0
Ragnarok,6500000.0,59.0,3721345.0
Secrets Of State,15000000.0,31.0,0.0
A Matador's Mistress,28000000.0,29.0,0.0
A Kind of America 2,1500000.0,6.0,0.0
20th Century Boys - Chapter 1: Beginning of the End,20000000.0,21.0,31244858.0
Stiletto,4000000.0,17.0,0.0
Sick Girl,30000.0,10.0,0.0
Lupin the 3rd,10500000.0,23.0,0.0
The Monkey King,82000000.0,52.0,0.0
The Magic Crystal,5000000.0,4.0,0.0
Beyond the Lights,7000000.0,139.0,14618727.0
In the Heart of the Sea,100000000.0,1300.0,93820758.0
Squeeze Play,150000.0,3.0,0.0
Seducing Mr. Perfect,2800000.0,19.0,0.0
Jurassic World,150000000.0,8842.0,1513528810.0
David et Madame Hansen,8806000.0,14.0,0.0
Asterix: The Mansions of the Gods,30000000.0,401.0,0.0
She Monkeys,1.0,12.0,0.0
Pumzi,35000.0,4.0,0.0
1½ Knights - In Search of the Ravishing Princess Herzelinde,67000000.0,45.0,0.0
My Dear Desperado,800000.0,6.0,4214668.0
Horrible Bosses 2,42000000.0,1575.0,107670357.0
Detention of the Dead,500000.0,34.0,0.0
Donner Pass,300000.0,28.0,0.0
El Gringo,3000000.0,44.0,0.0
Elvis Has Left the Building,11500000.0,11.0,0.0
Home Before Dark,1390000.0,3.0,0.0
Lost Christmas,1875600.0,10.0,0.0
Enemies Closer,5000000.0,66.0,0.0
Barely Legal,1000000.0,23.0,0.0
The Happy Road,500000.0,0.0,0.0
Lucia,79000.0,10.0,170000.0
Oppressed Majority,340000.0,4.0,0.0
Penguins of Madagascar,132000000.0,1375.0,373552094.0
Black or White,9000000.0,119.0,21571189.0
The Water Diviner,22500000.0,439.0,15520023.0
Still Alice,5000000.0,1126.0,43884652.0
Paddington,55000000.0,899.0,259207227.0
Maze Runner: The Scorch Trials,61000000.0,3148.0,311256926.0
Beautiful Girl,3000000.0,3.0,0.0
State of Emergency,1300000.0,28.0,0.0
Cowspiracy: The Sustainability Secret,117.0,119.0,0.0
Clouds of Sils Maria,6600000.0,267.0,1851517.0
Dying of the Light,15000000.0,118.0,0.0
Slasher House,1550000.0,5.0,0.0
The Kick,3500000.0,10.0,0.0
